Formatted with CRDFormatter on Sun May 28 14:10:57 EDT 2017.
CRDFormatter created by Kyle DeBry (debry.1@osu.edu). Compiled 2017/05/28.
View README at: https://kyledebry.github.io/CRDFormatter/

Date,Seconds after midnight,Epoch Time (ms),Trigger #,Valid GPS,Valid trigger rate,,
2015-09-17,45113.096,1442493113096,0,1,1,,,
2015-09-17,45113.096,1442493113096,2,1,1,,,
2015-09-17,45113.096,1442493113096,2,1,1,,,
2015-09-17,45114.096,1442493114096,1,1,1,,,
2015-09-17,45114.096,1442493114096,3,1,1,,,
2015-09-17,45114.096,1442493114096,3,1,1,,,
2015-09-17,45114.096,1442493114096,1,1,1,,,
2015-09-17,45114.096,1442493114096,3,1,1,,,
2015-09-17,45114.096,1442493114096,0,1,1,,,
2015-09-17,45114.096,1442493114096,2,1,1,,,
2015-09-17,45115.096,1442493115096,0,1,1,,,
2015-09-17,45115.096,1442493115096,2,1,1,,,
2015-09-17,45115.096,1442493115096,0,1,1,,,
2015-09-17,45115.096,1442493115096,1,1,1,,,
2015-09-17,45115.096,1442493115096,0,1,1,,,
2015-09-17,45115.096,1442493115096,3,1,1,,,
2015-09-17,45115.096,1442493115096,1,1,1,,,
2015-09-17,45116.096,1442493116096,3,1,1,,,
2015-09-17,45116.096,1442493116096,2,1,1,,,
2015-09-17,45116.096,1442493116096,1,1,1,,,
2015-09-17,45116.096,1442493116096,3,1,1,,,
2015-09-17,45116.096,1442493116096,3,1,1,,,
2015-09-17,45116.096,1442493116096,2,1,1,,,
2015-09-17,45116.096,1442493116096,1,1,1,,,
2015-09-17,45116.096,1442493116096,0,1,1,,,
2015-09-17,45116.096,1442493116096,1,1,1,,,
2015-09-17,45116.096,1442493116096,2,1,1,,,
2015-09-17,45116.096,1442493116096,1,1,1,,,
2015-09-17,45116.096,1442493116096,1,1,1,,,
2015-09-17,45116.096,1442493116096,1,1,1,,,
2015-09-17,45117.096,1442493117096,0,1,1,,,
2015-09-17,45117.096,1442493117096,3,1,1,,,
2015-09-17,45117.096,1442493117096,0,1,1,,,
2015-09-17,45117.096,1442493117096,3,1,1,,,
2015-09-17,45117.096,1442493117096,2,1,1,,,
2015-09-17,45117.096,1442493117096,1,1,1,,,
2015-09-17,45117.096,1442493117096,2,1,1,,,
2015-09-17,45117.096,1442493117096,1,1,1,,,
2015-09-17,45117.096,1442493117096,3,1,1,,,
2015-09-17,45117.096,1442493117096,1,1,1,,,
2015-09-17,45117.096,1442493117096,2,1,1,,,
2015-09-17,45117.096,1442493117096,2,1,1,,,
2015-09-17,45117.096,1442493117096,3,1,1,,,
2015-09-17,45118.096,1442493118096,3,1,1,,,
2015-09-17,45118.096,1442493118096,0,1,1,,,
2015-09-17,45118.096,1442493118096,2,1,1,,,
2015-09-17,45118.096,1442493118096,1,1,1,,,
2015-09-17,45118.096,1442493118096,0,1,1,,,
2015-09-17,45118.096,1442493118096,2,1,1,,,
2015-09-17,45118.096,1442493118096,0,1,1,,,
2015-09-17,45118.096,1442493118096,1,1,1,,,
2015-09-17,45118.096,1442493118096,0,1,1,,,
2015-09-17,45118.096,1442493118096,3,1,1,,,
2015-09-17,45119.096,1442493119096,2,1,1,,,
2015-09-17,45119.096,1442493119096,3,1,1,,,
2015-09-17,45119.096,1442493119096,2,1,1,,,
2015-09-17,45119.096,1442493119096,0,1,1,,,
2015-09-17,45119.096,1442493119096,1,1,1,,,
2015-09-17,45119.096,1442493119096,3,1,1,,,
2015-09-17,45119.096,1442493119096,2,1,1,,,
2015-09-17,45119.096,1442493119096,3,1,1,,,
2015-09-17,45119.096,1442493119096,3,1,1,,,
2015-09-17,45119.096,1442493119096,1,1,1,,,
2015-09-17,45119.096,1442493119096,3,1,1,,,
2015-09-17,45119.096,1442493119096,2,1,1,,,
2015-09-17,45119.096,1442493119096,3,1,1,,,
2015-09-17,45120.096,1442493120096,3,1,1,,,
2015-09-17,45120.096,1442493120096,0,1,1,,,
2015-09-17,45120.096,1442493120096,3,1,1,,,
2015-09-17,45120.096,1442493120096,2,1,1,,,
2015-09-17,45120.096,1442493120096,1,1,1,,,
2015-09-17,45120.096,1442493120096,3,1,1,,,
2015-09-17,45120.096,1442493120096,1,1,1,,,
2015-09-17,45120.096,1442493120096,1,1,1,,,
2015-09-17,45121.096,1442493121096,1,1,1,,,
2015-09-17,45121.096,1442493121096,3,1,1,,,
2015-09-17,45121.096,1442493121096,1,1,1,,,
2015-09-17,45121.096,1442493121096,1,1,1,,,
2015-09-17,45121.096,1442493121096,0,1,1,,,
2015-09-17,45121.096,1442493121096,1,1,1,,,
2015-09-17,45121.096,1442493121096,0,1,1,,,
2015-09-17,45121.096,1442493121096,2,1,1,,,
2015-09-17,45121.096,1442493121096,3,1,1,,,
2015-09-17,45121.096,1442493121096,1,1,1,,,
2015-09-17,45121.096,1442493121096,2,1,1,,,
2015-09-17,45122.088,1442493122088,1,1,1,,,
2015-09-17,45122.088,1442493122088,1,1,1,,,
2015-09-17,45122.088,1442493122088,2,1,1,,,
2015-09-17,45122.096,1442493122096,1,1,1,,,
2015-09-17,45122.096,1442493122096,1,1,1,,,
2015-09-17,45122.096,1442493122096,3,1,1,,,
2015-09-17,45122.096,1442493122096,3,1,1,,,
2015-09-17,45122.096,1442493122096,0,1,1,,,
2015-09-17,45122.096,1442493122096,3,1,1,,,
2015-09-17,45122.096,1442493122096,2,1,1,,,
2015-09-17,45122.096,1442493122096,3,1,1,,,
2015-09-17,45122.096,1442493122096,2,1,1,,,
2015-09-17,45122.096,1442493122096,1,1,1,,,
2015-09-17,45122.096,1442493122096,1,1,1,,,
2015-09-17,45123.096,1442493123096,3,1,1,,,
2015-09-17,45123.096,1442493123096,2,1,1,,,
2015-09-17,45123.096,1442493123096,3,1,1,,,
2015-09-17,45123.096,1442493123096,0,1,1,,,
2015-09-17,45123.096,1442493123096,1,1,1,,,
2015-09-17,45123.096,1442493123096,0,1,1,,,
2015-09-17,45123.096,1442493123096,2,1,1,,,
2015-09-17,45123.096,1442493123096,1,1,1,,,
2015-09-17,45123.096,1442493123096,2,1,1,,,
2015-09-17,45123.096,1442493123096,3,1,1,,,
2015-09-17,45123.096,1442493123096,2,1,1,,,
2015-09-17,45123.096,1442493123096,1,1,1,,,
2015-09-17,45123.096,1442493123096,2,1,1,,,
2015-09-17,45124.096,1442493124096,3,1,1,,,
2015-09-17,45124.096,1442493124096,2,1,1,,,
2015-09-17,45124.096,1442493124096,1,1,1,,,
2015-09-17,45124.096,1442493124096,3,1,1,,,
2015-09-17,45124.096,1442493124096,3,1,1,,,
2015-09-17,45124.096,1442493124096,1,1,1,,,
2015-09-17,45124.096,1442493124096,2,1,1,,,
2015-09-17,45124.096,1442493124096,2,1,1,,,
2015-09-17,45125.104,1442493125104,0,1,1,,,
2015-09-17,45125.104,1442493125104,1,1,1,,,
2015-09-17,45125.096,1442493125096,0,1,1,,,
2015-09-17,45125.096,1442493125096,3,1,1,,,
2015-09-17,45125.096,1442493125096,3,1,1,,,
2015-09-17,45125.096,1442493125096,1,1,1,,,
2015-09-17,45125.096,1442493125096,0,1,1,,,
2015-09-17,45125.096,1442493125096,1,1,1,,,
2015-09-17,45125.096,1442493125096,0,1,1,,,
2015-09-17,45125.096,1442493125096,3,1,1,,,
2015-09-17,45125.096,1442493125096,1,1,1,,,
2015-09-17,45125.096,1442493125096,0,1,1,,,
2015-09-17,45125.096,1442493125096,1,1,1,,,
2015-09-17,45125.096,1442493125096,3,1,1,,,
2015-09-17,45125.096,1442493125096,2,1,1,,,
2015-09-17,45126.088,1442493126088,2,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,3,1,1,,,
2015-09-17,45126.096,1442493126096,0,1,1,,,
2015-09-17,45126.096,1442493126096,2,1,1,,,
2015-09-17,45126.096,1442493126096,0,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,2,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,2,1,1,,,
2015-09-17,45126.096,1442493126096,2,1,1,,,
2015-09-17,45126.096,1442493126096,3,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,2,1,1,,,
2015-09-17,45126.096,1442493126096,1,1,1,,,
2015-09-17,45126.096,1442493126096,2,1,1,,,
2015-09-17,45127.104,1442493127104,0,1,1,,,
2015-09-17,45127.104,1442493127104,3,1,1,,,
2015-09-17,45127.096,1442493127096,0,1,1,,,
2015-09-17,45127.096,1442493127096,1,1,1,,,
2015-09-17,45127.096,1442493127096,0,1,1,,,
2015-09-17,45127.096,1442493127096,2,1,1,,,
2015-09-17,45127.096,1442493127096,3,1,1,,,
2015-09-17,45127.096,1442493127096,1,1,1,,,
2015-09-17,45127.096,1442493127096,2,1,1,,,
2015-09-17,45127.096,1442493127096,1,1,1,,,
2015-09-17,45127.096,1442493127096,1,1,1,,,
2015-09-17,45127.096,1442493127096,2,1,1,,,
2015-09-17,45127.096,1442493127096,1,1,1,,,
2015-09-17,45127.096,1442493127096,2,1,1,,,
2015-09-17,45127.096,1442493127096,3,1,1,,,
2015-09-17,45127.096,1442493127096,2,1,1,,,
2015-09-17,45127.096,1442493127096,2,1,1,,,
2015-09-17,45127.096,1442493127096,3,1,1,,,
2015-09-17,45128.088,1442493128088,0,1,1,,,
2015-09-17,45128.088,1442493128088,3,1,1,,,
2015-09-17,45128.096,1442493128096,1,1,1,,,
2015-09-17,45128.096,1442493128096,3,1,1,,,
2015-09-17,45128.096,1442493128096,1,1,1,,,
2015-09-17,45128.096,1442493128096,2,1,1,,,
2015-09-17,45128.096,1442493128096,3,1,1,,,
2015-09-17,45128.096,1442493128096,2,1,1,,,
2015-09-17,45128.096,1442493128096,2,1,1,,,
2015-09-17,45128.096,1442493128096,3,1,1,,,
2015-09-17,45128.096,1442493128096,2,1,1,,,
2015-09-17,45128.096,1442493128096,1,1,1,,,
2015-09-17,45128.096,1442493128096,3,1,1,,,
2015-09-17,45128.096,1442493128096,1,1,1,,,
2015-09-17,45128.096,1442493128096,2,1,1,,,
2015-09-17,45128.096,1442493128096,1,1,1,,,
2015-09-17,45129.104,1442493129104,0,1,1,,,
2015-09-17,45129.104,1442493129104,2,1,1,,,
2015-09-17,45129.096,1442493129096,3,1,1,,,
2015-09-17,45129.096,1442493129096,1,1,1,,,
2015-09-17,45130.096,1442493130096,1,1,1,,,
2015-09-17,45130.096,1442493130096,3,1,1,,,
2015-09-17,45130.096,1442493130096,2,1,1,,,
2015-09-17,45130.096,1442493130096,2,1,1,,,
2015-09-17,45130.096,1442493130096,0,1,1,,,
2015-09-17,45130.096,1442493130096,3,1,1,,,
2015-09-17,45130.096,1442493130096,1,1,1,,,
2015-09-17,45130.096,1442493130096,3,1,1,,,
2015-09-17,45130.096,1442493130096,3,1,1,,,
2015-09-17,45130.096,1442493130096,1,1,1,,,
2015-09-17,45130.096,1442493130096,2,1,1,,,
2015-09-17,45131.096,1442493131096,3,1,1,,,
2015-09-17,45131.096,1442493131096,2,1,1,,,
2015-09-17,45131.096,1442493131096,1,1,1,,,
2015-09-17,45131.096,1442493131096,0,1,1,,,
2015-09-17,45131.096,1442493131096,1,1,1,,,
2015-09-17,45131.096,1442493131096,2,1,1,,,
2015-09-17,45131.096,1442493131096,1,1,1,,,
2015-09-17,45131.096,1442493131096,2,1,1,,,
2015-09-17,45131.096,1442493131096,3,1,1,,,
2015-09-17,45131.096,1442493131096,2,1,1,,,
2015-09-17,45132.096,1442493132096,1,1,1,,,
2015-09-17,45132.096,1442493132096,3,1,1,,,
2015-09-17,45132.096,1442493132096,1,1,1,,,
2015-09-17,45132.096,1442493132096,2,1,1,,,
2015-09-17,45132.096,1442493132096,1,1,1,,,
2015-09-17,45132.096,1442493132096,0,1,1,,,
2015-09-17,45132.096,1442493132096,3,1,1,,,
2015-09-17,45132.096,1442493132096,3,1,1,,,
2015-09-17,45133.096,1442493133096,2,1,1,,,
2015-09-17,45133.096,1442493133096,1,1,1,,,
2015-09-17,45133.096,1442493133096,3,1,1,,,
2015-09-17,45133.096,1442493133096,1,1,1,,,
2015-09-17,45133.096,1442493133096,0,1,1,,,
2015-09-17,45133.096,1442493133096,2,1,1,,,
2015-09-17,45133.096,1442493133096,1,1,1,,,
2015-09-17,45133.096,1442493133096,2,1,1,,,
2015-09-17,45133.096,1442493133096,1,1,1,,,
2015-09-17,45133.096,1442493133096,1,1,1,,,
2015-09-17,45133.096,1442493133096,3,1,1,,,
2015-09-17,45133.096,1442493133096,0,1,1,,,
2015-09-17,45133.096,1442493133096,3,1,1,,,
2015-09-17,45134.096,1442493134096,2,1,1,,,
2015-09-17,45134.096,1442493134096,3,1,1,,,
2015-09-17,45134.096,1442493134096,2,1,1,,,
2015-09-17,45134.096,1442493134096,3,1,1,,,
2015-09-17,45134.096,1442493134096,1,1,1,,,
2015-09-17,45134.096,1442493134096,1,1,1,,,
2015-09-17,45135.104,1442493135104,0,1,1,,,
2015-09-17,45135.104,1442493135104,2,1,1,,,
2015-09-17,45135.096,1442493135096,1,1,1,,,
2015-09-17,45135.096,1442493135096,2,1,1,,,
2015-09-17,45135.096,1442493135096,2,1,1,,,
2015-09-17,45136.088,1442493136088,3,1,1,,,
2015-09-17,45136.096,1442493136096,1,1,1,,,
2015-09-17,45136.096,1442493136096,2,1,1,,,
2015-09-17,45136.096,1442493136096,3,1,1,,,
2015-09-17,45136.096,1442493136096,2,1,1,,,
2015-09-17,45136.096,1442493136096,2,1,1,,,
2015-09-17,45136.096,1442493136096,1,1,1,,,
2015-09-17,45136.096,1442493136096,3,1,1,,,
2015-09-17,45137.096,1442493137096,1,1,1,,,
2015-09-17,45137.096,1442493137096,3,1,1,,,
2015-09-17,45137.096,1442493137096,3,1,1,,,
2015-09-17,45137.096,1442493137096,2,1,1,,,
2015-09-17,45137.096,1442493137096,3,1,1,,,
2015-09-17,45137.096,1442493137096,1,1,1,,,
2015-09-17,45137.096,1442493137096,3,1,1,,,
2015-09-17,45137.096,1442493137096,1,1,1,,,
2015-09-17,45138.096,1442493138096,0,1,1,,,
2015-09-17,45138.096,1442493138096,3,1,1,,,
2015-09-17,45138.096,1442493138096,1,1,1,,,
2015-09-17,45138.096,1442493138096,2,1,1,,,
2015-09-17,45138.096,1442493138096,2,1,1,,,
2015-09-17,45138.096,1442493138096,1,1,1,,,
2015-09-17,45138.096,1442493138096,1,1,1,,,
2015-09-17,45138.096,1442493138096,3,1,1,,,
2015-09-17,45138.096,1442493138096,3,1,1,,,
2015-09-17,45138.096,1442493138096,2,1,1,,,
2015-09-17,45138.096,1442493138096,3,1,1,,,
2015-09-17,45138.096,1442493138096,0,1,1,,,
2015-09-17,45138.096,1442493138096,2,1,1,,,
2015-09-17,45139.096,1442493139096,3,1,1,,,
2015-09-17,45139.096,1442493139096,0,1,1,,,
2015-09-17,45139.096,1442493139096,2,1,1,,,
2015-09-17,45139.096,1442493139096,3,1,1,,,
2015-09-17,45139.096,1442493139096,1,1,1,,,
2015-09-17,45139.096,1442493139096,1,1,1,,,
2015-09-17,45140.088,1442493140088,3,1,1,,,
2015-09-17,45140.088,1442493140088,1,1,1,,,
2015-09-17,45140.096,1442493140096,1,1,1,,,
2015-09-17,45140.096,1442493140096,0,1,1,,,
2015-09-17,45140.096,1442493140096,1,1,1,,,
2015-09-17,45140.096,1442493140096,2,1,1,,,
2015-09-17,45140.096,1442493140096,3,1,1,,,
2015-09-17,45140.096,1442493140096,2,1,1,,,
2015-09-17,45140.096,1442493140096,1,1,1,,,
2015-09-17,45140.096,1442493140096,3,1,1,,,
2015-09-17,45140.096,1442493140096,0,1,1,,,
2015-09-17,45140.096,1442493140096,2,1,1,,,
2015-09-17,45140.096,1442493140096,3,1,1,,,
2015-09-17,45140.096,1442493140096,0,1,1,,,
2015-09-17,45140.096,1442493140096,2,1,1,,,
2015-09-17,45140.096,1442493140096,3,1,1,,,
2015-09-17,45140.096,1442493140096,2,1,1,,,
2015-09-17,45140.096,1442493140096,3,1,1,,,
2015-09-17,45140.096,1442493140096,0,1,1,,,
2015-09-17,45140.096,1442493140096,3,1,1,,,
2015-09-17,45140.096,1442493140096,1,1,1,,,
2015-09-17,45140.096,1442493140096,0,1,1,,,
2015-09-17,45141.096,1442493141096,3,1,1,,,
2015-09-17,45141.096,1442493141096,2,1,1,,,
2015-09-17,45141.096,1442493141096,3,1,1,,,
2015-09-17,45141.096,1442493141096,1,1,1,,,
2015-09-17,45141.096,1442493141096,2,1,1,,,
2015-09-17,45141.096,1442493141096,3,1,1,,,
2015-09-17,45141.096,1442493141096,2,1,1,,,
2015-09-17,45141.096,1442493141096,1,1,1,,,
2015-09-17,45142.088,1442493142088,3,1,1,,,
2015-09-17,45142.096,1442493142096,3,1,1,,,
2015-09-17,45142.096,1442493142096,1,1,1,,,
2015-09-17,45142.096,1442493142096,1,1,1,,,
2015-09-17,45142.096,1442493142096,2,1,1,,,
2015-09-17,45142.096,1442493142096,2,1,1,,,
2015-09-17,45142.096,1442493142096,0,1,1,,,
2015-09-17,45142.096,1442493142096,2,1,1,,,
2015-09-17,45142.096,1442493142096,1,1,1,,,
2015-09-17,45142.096,1442493142096,3,1,1,,,
2015-09-17,45142.096,1442493142096,0,1,1,,,
2015-09-17,45142.096,1442493142096,1,1,1,,,
2015-09-17,45143.096,1442493143096,2,1,1,,,
2015-09-17,45143.096,1442493143096,0,1,1,,,
2015-09-17,45143.096,1442493143096,3,1,1,,,
2015-09-17,45143.096,1442493143096,3,1,1,,,
2015-09-17,45143.096,1442493143096,1,1,1,,,
2015-09-17,45143.096,1442493143096,2,1,1,,,
2015-09-17,45143.096,1442493143096,1,1,1,,,
2015-09-17,45143.096,1442493143096,3,1,1,,,
2015-09-17,45143.096,1442493143096,0,1,1,,,
2015-09-17,45143.096,1442493143096,3,1,1,,,
2015-09-17,45143.096,1442493143096,0,1,1,,,
2015-09-17,45143.096,1442493143096,3,1,1,,,
2015-09-17,45143.096,1442493143096,2,1,1,,,
2015-09-17,45143.096,1442493143096,1,1,1,,,
2015-09-17,45143.096,1442493143096,1,1,1,,,
2015-09-17,45143.096,1442493143096,2,1,1,,,
2015-09-17,45144.096,1442493144096,3,1,1,,,
2015-09-17,45144.096,1442493144096,1,1,1,,,
2015-09-17,45144.096,1442493144096,2,1,1,,,
2015-09-17,45144.096,1442493144096,3,1,1,,,
2015-09-17,45144.096,1442493144096,0,1,1,,,
2015-09-17,45144.096,1442493144096,3,1,1,,,
2015-09-17,45144.096,1442493144096,3,1,1,,,
2015-09-17,45144.096,1442493144096,2,1,1,,,
2015-09-17,45145.096,1442493145096,1,1,1,,,
2015-09-17,45145.096,1442493145096,1,1,1,,,
2015-09-17,45145.096,1442493145096,0,1,1,,,
2015-09-17,45145.096,1442493145096,1,1,1,,,
2015-09-17,45145.096,1442493145096,3,1,1,,,
2015-09-17,45145.096,1442493145096,0,1,1,,,
2015-09-17,45145.096,1442493145096,3,1,1,,,
2015-09-17,45145.096,1442493145096,0,1,1,,,
2015-09-17,45145.096,1442493145096,2,1,1,,,
2015-09-17,45145.096,1442493145096,3,1,1,,,
2015-09-17,45145.096,1442493145096,2,1,1,,,
2015-09-17,45146.088,1442493146088,1,1,1,,,
2015-09-17,45146.096,1442493146096,3,1,1,,,
2015-09-17,45146.096,1442493146096,2,1,1,,,
2015-09-17,45146.096,1442493146096,0,1,1,,,
2015-09-17,45146.096,1442493146096,1,1,1,,,
2015-09-17,45146.096,1442493146096,0,1,1,,,
2015-09-17,45146.096,1442493146096,1,1,1,,,
2015-09-17,45146.096,1442493146096,0,1,1,,,
2015-09-17,45146.096,1442493146096,2,1,1,,,
2015-09-17,45146.096,1442493146096,3,1,1,,,
2015-09-17,45146.096,1442493146096,3,1,1,,,
2015-09-17,45146.096,1442493146096,0,1,1,,,
2015-09-17,45146.096,1442493146096,2,1,1,,,
2015-09-17,45147.096,1442493147096,1,1,1,,,
2015-09-17,45147.096,1442493147096,2,1,1,,,
2015-09-17,45147.096,1442493147096,2,1,1,,,
2015-09-17,45147.096,1442493147096,3,1,1,,,
2015-09-17,45147.096,1442493147096,1,1,1,,,
2015-09-17,45147.096,1442493147096,1,1,1,,,
2015-09-17,45147.096,1442493147096,3,1,1,,,
2015-09-17,45148.088,1442493148088,1,1,1,,,
2015-09-17,45148.096,1442493148096,0,1,1,,,
2015-09-17,45148.096,1442493148096,3,1,1,,,
2015-09-17,45148.096,1442493148096,0,1,1,,,
2015-09-17,45148.096,1442493148096,2,1,1,,,
2015-09-17,45148.096,1442493148096,3,1,1,,,
2015-09-17,45148.096,1442493148096,2,1,1,,,
2015-09-17,45148.096,1442493148096,1,1,1,,,
2015-09-17,45148.096,1442493148096,1,1,1,,,
2015-09-17,45148.096,1442493148096,3,1,1,,,
2015-09-17,45148.096,1442493148096,2,1,1,,,
2015-09-17,45148.096,1442493148096,2,1,1,,,
2015-09-17,45148.096,1442493148096,2,1,1,,,
2015-09-17,45148.096,1442493148096,1,1,1,,,
2015-09-17,45148.096,1442493148096,1,1,1,,,
2015-09-17,45148.096,1442493148096,3,1,1,,,
2015-09-17,45148.096,1442493148096,2,1,1,,,
2015-09-17,45148.096,1442493148096,3,1,1,,,
2015-09-17,45149.096,1442493149096,3,1,1,,,
2015-09-17,45149.096,1442493149096,1,1,1,,,
2015-09-17,45149.096,1442493149096,1,1,1,,,
2015-09-17,45149.096,1442493149096,1,1,1,,,
2015-09-17,45149.096,1442493149096,0,1,1,,,
2015-09-17,45149.096,1442493149096,3,1,1,,,
2015-09-17,45149.096,1442493149096,0,1,1,,,
2015-09-17,45149.096,1442493149096,1,1,1,,,
2015-09-17,45149.096,1442493149096,1,1,1,,,
2015-09-17,45149.096,1442493149096,0,1,1,,,
2015-09-17,45149.096,1442493149096,2,1,1,,,
2015-09-17,45149.096,1442493149096,0,1,1,,,
2015-09-17,45149.096,1442493149096,2,1,1,,,
2015-09-17,45149.096,1442493149096,3,1,1,,,
2015-09-17,45150.096,1442493150096,0,1,1,,,
2015-09-17,45150.096,1442493150096,3,1,1,,,
2015-09-17,45150.096,1442493150096,2,1,1,,,
2015-09-17,45150.096,1442493150096,3,1,1,,,
2015-09-17,45150.096,1442493150096,0,1,1,,,
2015-09-17,45150.096,1442493150096,2,1,1,,,
2015-09-17,45150.096,1442493150096,0,1,1,,,
2015-09-17,45150.096,1442493150096,3,1,1,,,
2015-09-17,45150.096,1442493150096,1,1,1,,,
2015-09-17,45150.096,1442493150096,0,1,1,,,
2015-09-17,45150.096,1442493150096,1,1,1,,,
2015-09-17,45150.096,1442493150096,3,1,1,,,
2015-09-17,45150.096,1442493150096,1,1,1,,,
2015-09-17,45150.096,1442493150096,2,1,1,,,
2015-09-17,45150.096,1442493150096,0,1,1,,,
2015-09-17,45150.096,1442493150096,2,1,1,,,
2015-09-17,45151.104,1442493151104,0,1,1,,,
2015-09-17,45151.104,1442493151104,3,1,1,,,
2015-09-17,45151.096,1442493151096,2,1,1,,,
2015-09-17,45151.096,1442493151096,1,1,1,,,
2015-09-17,45151.096,1442493151096,2,1,1,,,
2015-09-17,45151.096,1442493151096,0,1,1,,,
2015-09-17,45151.096,1442493151096,2,1,1,,,
2015-09-17,45151.096,1442493151096,3,1,1,,,
2015-09-17,45151.096,1442493151096,1,1,1,,,
2015-09-17,45151.096,1442493151096,1,1,1,,,
2015-09-17,45152.088,1442493152088,1,1,1,,,
2015-09-17,45152.096,1442493152096,1,1,1,,,
2015-09-17,45152.096,1442493152096,2,1,1,,,
2015-09-17,45152.096,1442493152096,1,1,1,,,
2015-09-17,45152.096,1442493152096,2,1,1,,,
2015-09-17,45152.096,1442493152096,0,1,1,,,
2015-09-17,45152.096,1442493152096,2,1,1,,,
2015-09-17,45153.104,1442493153104,3,1,1,,,
2015-09-17,45153.104,1442493153104,2,1,1,,,
2015-09-17,45153.104,1442493153104,1,1,1,,,
2015-09-17,45153.104,1442493153104,3,1,1,,,
2015-09-17,45153.096,1442493153096,1,1,1,,,
2015-09-17,45153.096,1442493153096,3,1,1,,,
2015-09-17,45153.096,1442493153096,2,1,1,,,
2015-09-17,45153.096,1442493153096,1,1,1,,,
2015-09-17,45153.096,1442493153096,3,1,1,,,
2015-09-17,45153.096,1442493153096,0,1,1,,,
2015-09-17,45153.096,1442493153096,3,1,1,,,
2015-09-17,45153.096,1442493153096,3,1,1,,,
2015-09-17,45153.096,1442493153096,0,1,1,,,
2015-09-17,45153.096,1442493153096,3,1,1,,,
2015-09-17,45153.096,1442493153096,3,1,1,,,
2015-09-17,45153.096,1442493153096,0,1,1,,,
2015-09-17,45153.096,1442493153096,3,1,1,,,
2015-09-17,45154.088,1442493154088,1,1,1,,,
2015-09-17,45154.088,1442493154088,3,1,1,,,
2015-09-17,45154.096,1442493154096,3,1,1,,,
2015-09-17,45154.096,1442493154096,0,1,1,,,
2015-09-17,45154.096,1442493154096,2,1,1,,,
2015-09-17,45154.096,1442493154096,3,1,1,,,
2015-09-17,45154.096,1442493154096,1,1,1,,,
2015-09-17,45154.096,1442493154096,2,1,1,,,
2015-09-17,45154.096,1442493154096,3,1,1,,,
2015-09-17,45154.096,1442493154096,3,1,1,,,
2015-09-17,45155.104,1442493155104,0,1,1,,,
2015-09-17,45155.104,1442493155104,2,1,1,,,
2015-09-17,45155.096,1442493155096,0,1,1,,,
2015-09-17,45155.096,1442493155096,2,1,1,,,
2015-09-17,45155.096,1442493155096,3,1,1,,,
2015-09-17,45155.096,1442493155096,0,1,1,,,
2015-09-17,45155.096,1442493155096,1,1,1,,,
2015-09-17,45155.096,1442493155096,0,1,1,,,
2015-09-17,45155.096,1442493155096,1,1,1,,,
2015-09-17,45155.096,1442493155096,2,1,1,,,
2015-09-17,45155.096,1442493155096,1,1,1,,,
2015-09-17,45155.096,1442493155096,1,1,1,,,
2015-09-17,45155.096,1442493155096,1,1,1,,,
2015-09-17,45155.096,1442493155096,2,1,1,,,
2015-09-17,45156.096,1442493156096,1,1,1,,,
2015-09-17,45156.096,1442493156096,1,1,1,,,
2015-09-17,45156.096,1442493156096,2,1,1,,,
2015-09-17,45156.096,1442493156096,1,1,1,,,
2015-09-17,45156.096,1442493156096,2,1,1,,,
2015-09-17,45156.096,1442493156096,2,1,1,,,
2015-09-17,45157.104,1442493157104,0,1,1,,,
2015-09-17,45157.104,1442493157104,3,1,1,,,
2015-09-17,45157.096,1442493157096,3,1,1,,,
2015-09-17,45157.096,1442493157096,1,1,1,,,
2015-09-17,45157.096,1442493157096,2,1,1,,,
2015-09-17,45157.096,1442493157096,3,1,1,,,
2015-09-17,45157.096,1442493157096,2,1,1,,,
2015-09-17,45157.096,1442493157096,0,1,1,,,
2015-09-17,45157.096,1442493157096,3,1,1,,,
2015-09-17,45157.096,1442493157096,3,1,1,,,
2015-09-17,45157.096,1442493157096,2,1,1,,,
2015-09-17,45158.096,1442493158096,1,1,1,,,
2015-09-17,45158.096,1442493158096,0,1,1,,,
2015-09-17,45158.096,1442493158096,2,1,1,,,
2015-09-17,45158.096,1442493158096,2,1,1,,,
2015-09-17,45158.096,1442493158096,1,1,1,,,
2015-09-17,45158.096,1442493158096,2,1,1,,,
2015-09-17,45158.096,1442493158096,2,1,1,,,
2015-09-17,45158.096,1442493158096,3,1,1,,,
2015-09-17,45158.096,1442493158096,1,1,1,,,
2015-09-17,45158.096,1442493158096,3,1,1,,,
2015-09-17,45158.096,1442493158096,1,1,1,,,
2015-09-17,45158.096,1442493158096,3,1,1,,,
2015-09-17,45158.096,1442493158096,1,1,1,,,
